,Classification,Discipline,Position,query_text,MatchedUniclassTitle,MatchedUniclassCode,BiEncScore,CrossEncScore,Alternates_CE_Top3,IsConfident
2,Acradis PAA Salary,Design Management,Design Manager - North,Classification: Acradis PAA Salary | Discipline: Design Management | Position: Design Manager - North,Design manager,Ro_50_10_22,0.5543,-3.6704,"[{'title': 'Design roles', 'code': 'Ro_50', 'ce_score': -6.777615547180176}, {'title': 'Building design roles', 'code': 'Ro_50_10', 'ce_score': -7.7109551429748535}]",False
533,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
534,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
535,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
536,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
537,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
538,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
539,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
540,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
541,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
542,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
543,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
544,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
545,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
546,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
547,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
548,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
549,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
550,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
551,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
552,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
553,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
554,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
555,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
556,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
557,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
558,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
559,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
560,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
561,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
562,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
563,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
564,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
565,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
566,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
567,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
568,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
569,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
570,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
571,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
572,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
573,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
574,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
575,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
576,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
577,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
578,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
579,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
580,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
581,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
582,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
583,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
584,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
585,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
586,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
587,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
588,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
589,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
590,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
591,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
592,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
593,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
594,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
595,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
596,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
597,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
598,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
599,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
600,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
601,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
602,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
603,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
604,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
605,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
606,Acradis PAA Salary,Road Design,Road Design - Traffic Staging,Classification: Acradis PAA Salary | Discipline: Road Design | Position: Road Design - Traffic Staging,Traffic engineer,Ro_50_20_90,0.5207,-7.1888,"[{'title': 'Traffic consultant', 'code': 'Ro_10_40_88', 'ce_score': -7.572561740875244}, {'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -8.098487854003906}]",False
607,Acradis PAA Salary,CNOP,OTL Carbon Estimation (Sustainability and Digital),Classification: Acradis PAA Salary | Discipline: CNOP | Position: OTL Carbon Estimation (Sustainability and Digital),Sustainability assessor,Ro_70_30_84,0.4999,-7.1131,"[{'title': 'Sustainability consultant', 'code': 'Ro_70_30_85', 'ce_score': -7.566181659698486}, {'title': 'Environmental assessor', 'code': 'Ro_70_30_27', 'ce_score': -8.589296340942383}]",False
608,Jacobs PAA Salary,Tunnels,,Classification: Jacobs PAA Salary | Discipline: Tunnels,Tunnel engineer,Ro_50_20_91,0.4611,-7.0528,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -10.216245651245117}, {'title': 'Rail engineer', 'code': 'Ro_50_20_70', 'ce_score': -10.259329795837402}]",False
609,Acradis PAA Salary,Structures,Structural Enginner,Classification: Acradis PAA Salary | Discipline: Structures | Position: Structural Enginner,Structural engineer,Ro_50_20_83,0.4034,-6.3097,"[{'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -8.682202339172363}, {'title': 'Architectural technologist', 'code': 'Ro_50_10_05', 'ce_score': -8.719792366027832}]",False
610,Acradis PAA Salary,Structures,Revit Modeller,Classification: Acradis PAA Salary | Discipline: Structures | Position: Revit Modeller,Architectural technologist,Ro_50_10_05,0.4059,-9.7658,"[{'title': 'Associate', 'code': 'Ro_10_10_05', 'ce_score': -10.464899063110352}, {'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -10.589996337890625}]",False
611,Acradis PAA Salary,Road Design,North - Road Design Technical Lead,Classification: Acradis PAA Salary | Discipline: Road Design | Position: North - Road Design Technical Lead,Highways engineer,Ro_50_20_41,0.5027,-7.8412,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -8.353130340576172}, {'title': 'Architectural technologist', 'code': 'Ro_50_10_05', 'ce_score': -8.554349899291992}]",False
612,Acradis PAA Salary,Structures,Structural Engineer,Classification: Acradis PAA Salary | Discipline: Structures | Position: Structural Engineer,Structural engineer,Ro_50_20_83,0.5727,-2.8834,"[{'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -6.6962175369262695}, {'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'ce_score': -6.913176536560059}]",False
613,Acradis PAA Salary,Road Civil,Geometry Lead,Classification: Acradis PAA Salary | Discipline: Road Civil | Position: Geometry Lead,Civil engineer,Ro_50_20_11,0.4343,-9.3093,"[{'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -10.234898567199707}, {'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -10.403815269470215}]",False
614,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
615,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
616,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
617,Jacobs PAA Salary,Road Civil,Roads & Civil,Classification: Jacobs PAA Salary | Discipline: Road Civil | Position: Roads & Civil,Highways engineer,Ro_50_20_41,0.429,-8.6491,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -9.097648620605469}, {'title': 'Transportation manager', 'code': 'Ro_10_40_90', 'ce_score': -9.316152572631836}]",False
